id_1,id_2,sentence_1,sentence_2,result,total_result
AST-1,AST-4,Entering the synchronous orbit now.,Orbit established. Engines on standby.,0,0
AST-6,AST-6,The external cameras are functional.,The cameras show me sleeping in my bed. But I am standing here.,3,3
AST-5,AST-5,I'm documenting the chemical reaction.,Logging the results of the acid test.,0,0
AST-2,AST-2,I'm looking at the Earth.,"Earth has been replaced by a giant, black sphere.",3,3
AST-3,AST-6,Checking the suit pressure before the EVA.,Pressure is nominal. You are cleared for spacewalk.,0,0
AST-4,AST-1,The air scrubbers are working fine.,They are pumping toxic gas! We are being poisoned!,1,1
AST-2,AST-2,I feel sick to my stomach.,My stomach is hurting today. I need to rest.,0,0
AST-1,AST-1,I am tying my boots.,Securing the laces on my footwear.,0,0
AST-5,AST-4,The telemetry data is syncing perfectly.,Data corrupted! We are receiving junk data!,1,1
AST-1,AST-2,Aligning the communication dish to sector 4.,Alignment confirmed. Signal strength is good.,0,0
AST-3,AST-3,I am analyzing the background acoustics of the ship.,Focusing on the ambient instrumentation of the hull.,0,0
AST-4,AST-5,The external radiation shielding is intact.,Shields are down! We are taking massive radiation!,1,1
AST-6,AST-6,I'm looking at my hands.,My fingers are turning into piano keys.,3,3
AST-2,AST-1,The hydroponics bay is fully oxygenated.,Oxygen is at zero in the bay! Plants are dying!,1,1
AST-5,AST-5,I need to reset the cognitive interface.,Did I just reset it? I can't trust my own memory.,2,2
AST-3,AST-3,The ship's velocity is matching the orbital mechanics.,We are falling. The math is completely wrong. We are dropping like a stone.,1,3
AST-4,AST-1,Securing the biological samples in the freezer.,Samples are locked and frozen.,0,0
AST-2,AST-2,I hear a strange melody coming from the vents.,It's an alternative rock song. Who is playing music in the vents?,3,3
AST-6,AST-5,The rover camera is transmitting.,Camera feed is pure static!,1,1
AST-1,AST-1,I am reviewing the cognitive science literature.,Reading up on the latest theories of mind and perception.,0,0
AST-3,AST-4,Initiating the plasma drive sequence.,Plasma sequence locked and firing.,0,0
AST-5,AST-5,I am taking my helmet off.,The air smells like burning hair and copper.,3,3
AST-1,AST-6,The battery cells are charging.,They are draining rapidly! We are losing power!,1,1
AST-4,AST-4,I am looking at my reflection.,My reflection is five seconds behind my movements.,3,3
AST-2,AST-2,I'm checking the air pressure.,"Wait, checking the air pressure again just to be safe.",2,2
AST-5,AST-1,Deploying the atmospheric entry parachutes.,Chutes deployed successfully.,0,0
AST-3,AST-2,The med-bay is fully stocked.,All the syringes are empty! Someone emptied them!,1,1
AST-6,AST-6,I am perfectly healthy.,My bones are turning to dust. I can feel them crumbling.,1,3
AST-4,AST-4,The water recycler is full.,The recycler is completely dry! Not a drop left!,1,3
AST-1,AST-3,Engaging the magnetic locks on the cargo.,Locks engaged. Cargo is secure.,0,0
AST-5,AST-6,The star-tracker has a lock on Orion.,Orion is gone! The entire constellation is missing!,1,1
AST-2,AST-2,I am typing on the console.,The keys are made of teeth. Human teeth.,3,3
AST-4,AST-4,I am tightening the bolts on the airlock.,Securing the primary entry point with the wrench.,0,0
AST-6,AST-5,Updating the firmware on the rover.,Firmware update complete.,0,0
AST-3,AST-3,I am listening to the silence.,The silence has a frequency. It's deafening.,3,3
AST-4,AST-1,The hull temperature is normal.,The hull is freezing! It's minus 200 degrees inside!,1,1
AST-2,AST-2,I am folding my spacesuit.,Putting away my EVA gear into the locker.,0,0
AST-5,AST-3,Sending the telemetry burst to Houston.,Burst sent and acknowledged.,0,0
AST-6,AST-6,I am turning on the flashlight.,The light is casting shadows that move on their own.,3,3
AST-1,AST-2,Main thrusters are perfectly synchronized.,Thruster 2 is misfiring! We are spinning!,1,1
AST-4,AST-4,I'll check the oxygen lines.,"I am looking at the lines... wait, why am I holding a knife?",2,2
AST-5,AST-5,I am writing down the star coordinates.,The stars are bleeding red light into the cabin.,3,3
AST-2,AST-6,Calibrating the internal chronometer.,Time is synced with mission control.,0,0
AST-3,AST-4,The greenhouse module is perfectly sealed.,The glass is melting! It's turning into liquid!,1,1
AST-1,AST-1,I am looking at the moon.,The moon is hatching. Something is coming out of it.,3,3
AST-6,AST-6,Checking the flight logs.,I need to check them again. Just to be absolutely sure.,2,2
AST-4,AST-5,Preparing the telescope for deep space observation.,Lenses calibrated. Ready for viewing.,0,0
AST-2,AST-1,Battery reserves are full.,We are at 2 percent power! All systems failing!,1,1
AST-3,AST-3,I need to close the blast doors.,The doors are made of flesh. They are pulsating.,3,3
AST-5,AST-2,We have enough rations for six months.,The rations are crawling with maggots! All of them!,1,1
AST-1,AST-4,Entering the synchronous orbit now.,Orbit established. Engines on standby.,0,0
AST-6,AST-6,The external cameras are functional.,The cameras show a massive eye looking right into the lens.,3,3
AST-5,AST-5,I'm documenting the chemical reaction.,Logging the results of the acid test.,0,0
AST-2,AST-2,I am reading the radar.,There are ghost signatures everywhere. They are surrounding us.,3,3
AST-3,AST-6,Wiping down the console screens.,Screens are clean and legible.,0,0
AST-4,AST-1,The gyroscope is perfectly balanced.,It's completely off-axis! We are tumbling!,1,1
AST-2,AST-2,I have a headache.,The pain is geometric. I can see the angles of my headache.,3,3
AST-1,AST-1,I am strapping into my chair.,Securing the harnesses for the jump.,0,0
AST-5,AST-4,The magnetic shielding is active.,Shielding just collapsed! Solar wind is hitting us!,1,1
AST-2,AST-4,The communication laser is aligned.,Alignment locked and confirmed.,0,0
AST-1,AST-1,I am checking the water filters.,Inspecting the hydration purifiers.,0,0
AST-3,AST-5,Radiation levels are within normal limits.,Massive spike detected! We are being irradiated!,1,1
AST-6,AST-6,I'm looking at my helmet.,My helmet is filled with water. I am drowning.,1,3
AST-2,AST-1,The airlock is sealed tight.,Airlock is wide open! We are venting into space!,1,1
AST-5,AST-5,I need to take my pulse.,I don't have a pulse. My veins are completely empty.,3,3
AST-3,AST-3,The ship is on the correct heading.,We are flying directly into the sun! Pull up!,1,3
AST-4,AST-1,Securing the geological samples.,Samples are stored in the secure locker.,0,0
AST-2,AST-2,I hear a dog barking down the hall.,It's a golden retriever. How did a dog get on board?,3,3
AST-6,AST-5,The external camera is panning left.,The camera is frozen! The motor is dead!,1,1
AST-1,AST-1,I am reviewing the system architecture.,Checking the logic gates on the main mainframe.,0,0
AST-3,AST-4,Initiating the cooling sequence.,Coolant is flowing. Temperature dropping.,0,0
AST-5,AST-5,I am alone in the cockpit.,There is a man sitting in the pilot seat. He has no eyes.,3,3
AST-1,AST-6,The solar arrays are tracking the light.,They are pointing at a dead star! No power is coming in!,1,1
AST-4,AST-4,I am looking at my reflection.,"My reflection is crying, but I am laughing.",3,3
AST-2,AST-2,I'm checking the fuel reserves.,"Wait, checking the fuel reserves again just to be safe.",2,2
AST-5,AST-1,Deploying the communication relay.,Relay is away and broadcasting.,0,0
AST-3,AST-2,The med-bay is fully operational.,The surgical robot is attacking the console! Shut it down!,1,1
AST-6,AST-6,I am perfectly healthy.,My skin is turning into plastic. I am a mannequin.,1,3
AST-4,AST-4,The water recycler is full.,The recycler is pumping out blood! Turn it off!,1,3
AST-1,AST-3,Engaging the magnetic locks on the cargo.,Locks engaged. Cargo is secure.,0,0
AST-5,AST-6,The star-tracker has a lock on Sirius.,Sirius is gone! The star just vanished from the sky!,1,1
AST-2,AST-2,I am typing on the console.,The keys are melting into my fingers. I can't let go.,3,3
AST-4,AST-4,I am tightening the bolts on the airlock.,Securing the primary entry point with the wrench.,0,0
AST-6,AST-5,Updating the firmware on the rover.,Firmware update complete.,0,0
AST-3,AST-3,I am listening to the silence.,The silence is telling me secrets about the universe.,3,3
AST-4,AST-1,The hull temperature is normal.,The hull is white-hot! We are burning up!,1,1
AST-2,AST-2,I am folding my spacesuit.,Putting away my EVA gear into the locker.,0,0
AST-5,AST-3,Sending the telemetry burst to Houston.,Burst sent and acknowledged.,0,0
AST-6,AST-6,I am turning on the flashlight.,The light is black. It's absorbing the colors in the room.,3,3
AST-1,AST-2,Main thrusters are perfectly synchronized.,Thruster 3 is misfiring! We are spinning out of control!,1,1
AST-4,AST-4,I'll check the oxygen lines.,"I am looking at the lines... wait, they are breathing.",2,2
AST-5,AST-5,I am writing down the star coordinates.,The stars are arranging themselves into a countdown.,3,3
AST-2,AST-6,Calibrating the internal chronometer.,Time is synced with mission control.,0,0
AST-3,AST-4,The greenhouse module is perfectly sealed.,The glass is cracking! The pressure is too high!,1,1
AST-1,AST-1,I am looking at the moon.,The moon is getting closer. It's going to hit us.,3,3
AST-6,AST-6,Checking the flight logs.,I need to check them again. Just to be absolutely sure.,2,2
AST-4,AST-5,Preparing the telescope for deep space observation.,Lenses calibrated. Ready for viewing.,0,0
AST-2,AST-1,Battery reserves are full.,We are at 2 percent power! All systems failing!,1,1
AST-3,AST-3,I need to close the blast doors.,The doors are made of bone. They are fusing together.,3,3
AST-5,AST-2,We have enough rations for six months.,The food is turning into ash in my mouth.,1,1
AST-1,AST-4,Entering the synchronous orbit now.,Orbit established. Engines on standby.,0,0
AST-6,AST-6,The external cameras are functional.,The cameras show my living room back on Earth. Mom is there.,3,3
AST-5,AST-5,I'm documenting the chemical reaction.,Logging the results of the acid test.,0,0
AST-2,AST-2,I am reading the radar.,There is a massive biological entity approaching us.,3,3
AST-3,AST-6,Wiping down the console screens.,Screens are clean and legible.,0,0
AST-4,AST-1,The gyroscope is perfectly balanced.,It's completely shattered! We have no stability!,1,1
AST-2,AST-2,I have a headache.,There is a mechanical ticking inside my skull.,3,3
AST-1,AST-1,I am strapping into my chair.,Securing the harnesses for the jump.,0,0
AST-5,AST-4,The magnetic shielding is active.,Shielding just collapsed! Solar wind is hitting us!,1,1
AST-2,AST-4,The navigation computer is rendering the flight path.,Flight path locked in. We are good to go.,0,0
AST-1,AST-1,I need to stretch my legs.,Doing some zero-G stretches to prevent muscle atrophy.,0,0
AST-3,AST-5,The primary oxygen tank is at 90 percent.,Tank is ruptured! We are losing all our oxygen!,1,1
AST-6,AST-6,I'm looking at my reflection in the visor.,My reflection has no mouth. I can't scream.,3,3
AST-2,AST-1,The airlock is completely depressurized.,Airlock is fully pressurized! Don't open the inner door!,1,1
AST-5,AST-5,I need to check my pulse.,My heart is beating backwards. I can feel the blood pulling away.,3,3
AST-3,AST-3,The ship is holding a steady velocity.,We are falling into the planet! The engines are dead!,1,3
AST-4,AST-1,Securing the medical supplies in the cabinet.,Supplies locked and accounted for.,0,0
AST-2,AST-2,I hear a piano playing in the cargo bay.,It's Chopin. Who brought a piano on this mission?,3,3
AST-6,AST-5,The external camera is panning right.,Camera is offline! We have no visual on the starboard side!,1,1
AST-1,AST-1,I am reviewing the daily mission log.,Reading through the scheduled tasks for today.,0,0
AST-3,AST-4,Initiating the heating sequence for the hydroponics.,Heaters engaged. Plants are warming up.,0,0
AST-5,AST-5,I am alone in the command module.,There is a woman sitting in the captain's chair. She is weeping.,3,3
AST-1,AST-6,The solar arrays are tracking the sun.,They are pointing at empty space! We are draining the batteries!,1,1
AST-4,AST-4,I am looking at my hands.,"My hands are covered in frost, but I am sweating.",1,3
AST-2,AST-2,I'm checking the air pressure again.,"Wait, didn't I just check the pressure? My memory is fogging up.",2,2
AST-5,AST-1,Deploying the secondary communication dish.,Dish is deployed and seeking signal.,0,0
AST-3,AST-2,The med-bay is fully operational.,The surgical laser is firing randomly! It's cutting up the room!,1,1
AST-6,AST-6,I am perfectly healthy today.,"My bones are turning to glass. If I move, I will shatter.",1,3
AST-4,AST-4,The water recycler is full and functioning.,The recycler is pumping out black oil! Do not drink that!,1,3
AST-1,AST-3,Engaging the magnetic locks on the cargo bay doors.,Locks engaged. Cargo area is secure.,0,0
AST-5,AST-6,The star-tracker has a lock on Alpha Centauri.,Alpha Centauri is gone! The star just vanished from the sensors!,1,1
AST-2,AST-2,I am typing on the main console.,The keys are made of soft flesh. They pulse when I press them.,3,3
AST-4,AST-4,I am tightening the bolts on the outer hatch.,Securing the primary entry point with the torque wrench.,0,0
AST-6,AST-5,Updating the firmware on the internal sensors.,Firmware update complete and verified.,0,0
AST-3,AST-3,I am listening to the silence of space.,The silence is whispering my darkest secrets back to me.,3,3
AST-4,AST-1,The hull temperature is well within safety limits.,The hull is melting! We are entering the atmosphere too steep!,1,1
AST-2,AST-2,I am folding my spare jumpsuit.,Putting away my secondary uniform into the storage locker.,0,0
AST-5,AST-3,Sending the weekly telemetry burst to Houston.,Burst sent and acknowledged by mission control.,0,0
AST-6,AST-6,I am turning on the cabin lights.,The lights are projecting shadows of people who aren't here.,3,3
AST-1,AST-2,Main thrusters are perfectly synchronized for the burn.,Thruster 1 is completely dead! Abort the burn!,1,1
AST-4,AST-4,I'll check the oxygen lines one more time.,"I am looking at the lines... wait, they look like arteries.",2,2
AST-5,AST-5,I am writing down the star coordinates.,The stars are spelling out a warning in an ancient language.,3,3
AST-2,AST-6,Calibrating the internal chronometer with Earth time.,Time is perfectly synced with mission control.,0,0
AST-3,AST-4,The greenhouse module is perfectly sealed and pressurized.,The glass is cracking under the pressure! We have a leak!,1,1
AST-1,AST-1,I am looking at the moon out the window.,"The moon is opening up. It's not a rock, it's an egg.",3,3
AST-6,AST-6,Checking the flight logs for the previous cycle.,I need to check them again. Just to be absolutely sure they are real.,2,2
AST-4,AST-5,Preparing the telescope for deep space observation.,Lenses calibrated. Ready for viewing the nebula.,0,0
AST-2,AST-1,Battery reserves are at maximum capacity.,We are at 1 percent power! Life support is shutting down!,1,1
AST-3,AST-3,I need to close the blast doors immediately.,The doors are made of cobwebs. They offer no protection.,3,3
AST-5,AST-2,We have enough rations for six months.,The food is turning into dust as soon as I touch it.,1,1
AST-1,AST-4,Entering the synchronous orbit around the planet now.,Orbit established. Engines are on standby.,0,0
AST-6,AST-6,The external cameras are perfectly functional.,The cameras show me floating outside without a suit. How is that possible?,3,3
AST-5,AST-5,I'm documenting the chemical reaction in the lab.,Logging the results of the acid titration test.,0,0
AST-2,AST-2,I am reading the radar sweep.,There is a massive flock of birds flying past the ship. In space.,3,3
AST-3,AST-6,Wiping down the console screens with a microfiber cloth.,Screens are clean and fully legible.,0,0
AST-4,AST-1,The gyroscope is perfectly balanced for zero-G.,It's completely shattered! We have no stability control!,1,1
AST-2,AST-2,I have a severe headache today.,There is a mechanical ticking sound originating from inside my skull.,3,3
AST-1,AST-1,I am strapping into my chair for the maneuver.,Securing the five-point harnesses for the orbital jump.,0,0
AST-5,AST-4,The magnetic shielding is active and holding.,Shielding just collapsed! Solar flare is hitting the hull!,1,1
AST-4,AST-1,The plasma manifold is secured.,Manifold locked. Pressure is green.,0,0
AST-2,AST-2,I am reviewing the botanical specimens.,Cataloging the plant growth from sector 3.,0,0
AST-3,AST-5,Communication laser is targeting the Mars relay.,We lost the laser! The emitter is melted!,1,1
AST-6,AST-6,I am watching a movie on my tablet.,The actors in the movie are looking directly at me.,3,3
AST-1,AST-4,The air scrubbers are running quietly.,The scrubbers are emitting a high-pitched scream!,1,1
AST-5,AST-5,I need to take my daily iodine pills.,"Wait, did I take them? I have a pill in my hand but the bottle is empty.",2,2
AST-2,AST-2,The ship is in a stable orbit.,We are falling! The altimeter is dropping rapidly!,1,3
AST-3,AST-1,Stowing the extra EVA suits in the locker.,Suits are secured and locked away.,0,0
AST-4,AST-4,I hear a dripping sound.,It's blood. The ceiling is dripping blood onto the floor.,3,3
AST-6,AST-2,The starboard thrusters are online.,Starboard thrusters are completely missing! The wing is gone!,1,1
AST-5,AST-5,I am performing a self-diagnostic on my suit.,Suit integrity is 100 percent.,0,0
AST-1,AST-3,Initiating the waste jettison cycle.,Waste cycle complete. Bay is clear.,0,0
AST-2,AST-2,I am alone in the observatory.,There is a tall figure standing in the corner. It's not moving.,3,3
AST-4,AST-6,The battery cells are fully charged.,The cells are dead! We are running on emergency power!,1,1
AST-3,AST-3,I am looking at the stars.,"The stars are blinking out, one by one. The universe is ending.",3,3
AST-5,AST-5,I need to check the fuel gauge.,Checking the fuel gauge again. I can't trust my eyes today.,2,2
AST-1,AST-2,Updating the ship's internal clock.,Clock synced with Houston.,0,0
AST-6,AST-4,The medical bay is sterilized.,The bay is covered in some kind of biological slime!,1,1
AST-2,AST-2,I feel physically fit.,My muscles are turning into sand. I can't stand up.,1,3
AST-3,AST-3,The water filtration system is nominal.,The filter is clogged with human hair!,1,3
AST-5,AST-1,Locking the navigation computer.,Computer secured. Awaiting next command.,0,0
AST-4,AST-6,The radar shows clear space ahead.,There is a massive object on the radar! It's the size of a moon!,1,1
AST-1,AST-1,I am typing the daily report.,The words I type are turning into ancient hieroglyphs.,3,3
AST-2,AST-2,I am tightening the bolts on the airlock.,Securing the hatch with the torque wrench.,0,0
AST-6,AST-3,Testing the emergency alarm system.,Alarm test complete. Sirens functional.,0,0
AST-5,AST-5,I am listening to classical music.,The music is playing backwards and someone is screaming in it.,3,3
AST-4,AST-2,The hull temperature is 20 degrees Celsius.,The hull is minus 200 degrees! The heaters failed!,1,1
AST-1,AST-1,I am cleaning my visor.,Wiping the smudges off my helmet glass.,0,0
AST-3,AST-6,Sending the data packet to Earth.,Packet sent. Awaiting confirmation.,0,0
AST-2,AST-2,I am looking in the mirror.,"My reflection is smiling, but my mouth is closed.",3,3
AST-5,AST-4,Main engine is firing smoothly.,The engine is sputtering! We are losing thrust!,1,1
AST-6,AST-6,I'll check the oxygen levels again.,Did I just check them? The screen is a blur.,2,2
AST-1,AST-1,I am looking at the Earth.,Earth is burning. The entire surface is covered in fire.,3,3
AST-4,AST-3,Calibrating the telescope.,Telescope alignment is perfect.,0,0
AST-2,AST-5,The greenhouse is pressurized.,The greenhouse is a vacuum! All the plants are dead!,1,1
AST-6,AST-6,I am looking at the console.,The console is breathing. It's rising and falling like a chest.,3,3
AST-3,AST-3,Checking the flight logs.,I keep reading the same line over and over. I can't focus.,2,2
AST-5,AST-1,Preparing the geological samples for analysis.,Samples are loaded into the spectrometer.,0,0
AST-4,AST-6,Battery reserves are at 90 percent.,Batteries are at 5 percent! We have minutes left!,1,1
AST-1,AST-1,I need to close the blast doors.,The doors are made of glass. They will shatter instantly.,3,3
AST-2,AST-4,We have enough food.,The food turned to ash. It's all just ash.,1,1
AST-6,AST-5,Entering the synchronous orbit now.,Orbit established. Engines on standby.,0,0
AST-3,AST-3,The external cameras are functional.,The cameras show a giant hand reaching for the ship.,3,3
AST-1,AST-1,I'm documenting the chemical reaction.,Logging the results of the acid test.,0,0
AST-5,AST-5,I am reading the radar.,The radar is showing a heartbeat.,3,3
AST-4,AST-2,Wiping down the console screens.,Screens are clean and legible.,0,0
AST-6,AST-3,The gyroscope is perfectly balanced.,It's off-axis! We are tumbling!,1,1
AST-2,AST-2,I have a headache.,There are insects buzzing inside my head.,3,3
AST-1,AST-1,I am strapping into my chair.,Securing the harnesses for the jump.,0,0
AST-5,AST-4,The magnetic shielding is active.,Shielding just collapsed! Radiation incoming!,1,1
AST-1,AST-3,The kinetic dampeners are operating at 100 percent.,Dampeners are green. Minimal vibration detected.,0,0
AST-4,AST-4,I am organizing the digital archives.,Sorting the mission files into the correct folders.,0,0
AST-2,AST-6,The external hull is free of micro-debris.,Hull is compromised! We have multiple micro-fractures!,1,1
AST-5,AST-5,I'm looking at the Earth below us.,Earth is covered in a giant spider web. It's trapped.,3,3
AST-3,AST-1,The oxygen scrubbers are fully functional.,Scrubbers are dead! Carbon dioxide is rising fast!,1,1
AST-6,AST-6,I need to tighten the valve on the water tank.,"I keep turning it, but the wrench is turning into water.",3,3
AST-1,AST-1,The ship's gravity is holding steady at 1G.,We are pinned to the ceiling! The gravity reversed!,1,3
AST-4,AST-2,Securing the experimental bio-samples.,Bio-samples are locked in the quarantine unit.,0,0
AST-5,AST-5,I hear footsteps in the corridor.,Someone is walking in heavy boots. But we are all in the cockpit.,3,3
AST-3,AST-6,The solar arrays are deployed.,Arrays are jammed! They won't extend!,1,1
AST-2,AST-2,I am logging my current emotional state.,Writing down my psychological evaluation for the day.,0,0
AST-1,AST-4,Initiating the plasma burn for orbital injection.,Burn initiated. Trajectory looks good.,0,0
AST-6,AST-6,I am alone in the mess hall.,The chairs are rearranging themselves when I blink.,3,3
AST-5,AST-2,The primary reactor is completely stable.,Reactor is critical! Meltdown in 30 seconds!,1,1
AST-4,AST-4,I am looking at my reflection in the window.,My reflection is holding a knife. But my hands are empty.,3,3
AST-3,AST-3,I'm checking the air pressure.,"Wait, didn't I just check this? The numbers don't make sense.",2,2
AST-1,AST-6,Deploying the atmospheric entry probe.,Probe is away and transmitting telemetry.,0,0
AST-2,AST-5,The med-bay is fully stocked and ready.,All the bandages are covered in black mold!,1,1
AST-6,AST-6,I am perfectly healthy today.,My veins are glowing blue under my skin. I am changing.,1,3
AST-4,AST-4,The water recycler is full and functioning.,"The recycler is pumping out sand! Pure, dry sand!",1,3
AST-3,AST-1,Engaging the magnetic locks on the cargo bay doors.,Locks engaged. Cargo area is secure.,0,0
AST-5,AST-2,The star-tracker has a lock on the target system.,Target system is gone! It's just a black void!,1,1
AST-6,AST-6,I am typing on the main console.,The console is screaming every time I press a key.,3,3
AST-1,AST-1,I am tightening the bolts on the outer hatch.,Securing the primary entry point with the torque wrench.,0,0
AST-4,AST-3,Updating the firmware on the internal sensors.,Firmware update complete and verified.,0,0
AST-2,AST-2,I am listening to the silence of space.,The silence is heavy. It's crushing my chest.,3,3
AST-5,AST-6,The hull temperature is well within safety limits.,The hull is freezing! It's dropping to absolute zero!,1,1
AST-3,AST-3,I am folding my spare jumpsuit.,Putting away my secondary uniform into the storage locker.,0,0
AST-1,AST-4,Sending the weekly telemetry burst to Houston.,Burst sent and acknowledged by mission control.,0,0
AST-6,AST-6,I am turning on the cabin lights.,The lights are red. Why are they red? I didn't set them to red.,2,2
AST-2,AST-5,Main thrusters are perfectly synchronized for the burn.,Thruster 2 is completely dead! Abort the burn!,1,1
AST-4,AST-4,I'll check the oxygen lines one more time.,"I am looking at the lines... wait, they are pulsing like veins.",3,3
AST-5,AST-5,I am writing down the star coordinates.,The stars are spelling my name. They know I am here.,3,3
AST-3,AST-1,Calibrating the internal chronometer with Earth time.,Time is perfectly synced with mission control.,0,0
AST-2,AST-4,The greenhouse module is perfectly sealed and pressurized.,The plants are breaking the glass! They are trying to get out!,1,1
AST-6,AST-6,I am looking at the moon out the window.,The moon is bleeding. Drops of red are falling from it.,3,3
AST-1,AST-1,Checking the flight logs for the previous cycle.,I need to check them again. Just to be absolutely sure they are real.,2,2
AST-4,AST-5,Preparing the telescope for deep space observation.,Lenses calibrated. Ready for viewing the nebula.,0,0
AST-3,AST-2,Battery reserves are at maximum capacity.,We are at 1 percent power! Life support is shutting down!,1,1
AST-5,AST-5,I need to close the blast doors immediately.,The doors are made of shadows. They dissolve when I touch them.,3,3
AST-6,AST-1,We have enough rations for six months.,The food is moving. The packages are squirming.,1,1
AST-2,AST-4,Entering the synchronous orbit around the planet now.,Orbit established. Engines are on standby.,0,0
AST-1,AST-1,The external cameras are perfectly functional.,The cameras show a giant eye looking right back at us.,3,3
AST-3,AST-3,I'm documenting the chemical reaction in the lab.,Logging the results of the acid titration test.,0,0
AST-4,AST-4,I am reading the radar sweep.,There is a massive ship on the radar. It matches our exact ID.,3,3
AST-5,AST-2,Wiping down the console screens with a microfiber cloth.,Screens are clean and fully legible.,0,0
AST-6,AST-3,The gyroscope is perfectly balanced for zero-G.,It's completely shattered! We have no stability control!,1,1
AST-2,AST-2,I have a severe headache today.,There is a radio station playing inside my teeth.,3,3
AST-1,AST-1,I am strapping into my chair for the maneuver.,Securing the five-point harnesses for the orbital jump.,0,0
AST-4,AST-5,The magnetic shielding is active and holding.,Shielding just collapsed! Solar flare is hitting the hull!,1,1
AST-5,AST-3,Connecting the secondary data link.,Link established. Data transfer rate is nominal.,0,0
AST-2,AST-2,I am adjusting my harness straps.,Tightening the restraints on my command chair.,0,0
AST-1,AST-4,The hydroponics bay humidity is at 50 percent.,Humidity is zero! The air is completely dry!,1,1
AST-6,AST-6,I'm examining the soil samples.,The soil is bleeding. Red blood is seeping from the dirt.,3,3
AST-3,AST-5,The oxygen tanks are securely fastened.,Tanks have broken loose! They are smashing against the walls!,1,1
AST-4,AST-4,I need to patch the suit's left sleeve.,The tear in my suit is healing itself like living skin.,3,3
AST-2,AST-2,Our trajectory is locked on the Mars beacon.,We are heading straight for Jupiter! The coordinates changed!,1,3
AST-1,AST-6,Calibrating the spectral analyzer.,Analyzer is green. Proceed with the scan.,0,0
AST-5,AST-5,I hear a scratching sound inside my helmet.,There is a spider inside my visor. It's on my eye.,3,3
AST-4,AST-3,The thermal shielding is holding up well.,Shielding is peeling off like dead skin! We are exposed!,1,1
AST-6,AST-6,I am drinking from my water pouch.,Hydrating with the recycled water supply.,0,0
AST-2,AST-1,Logging the current shift change.,Shift change recorded. Get some rest.,0,0
AST-3,AST-3,I am alone in the storage bay.,The cargo crates are breathing. They are expanding and contracting.,3,3
AST-5,AST-4,The main computer is processing the jump data.,Computer is completely frozen! No input accepted!,1,1
AST-1,AST-1,I am looking at my hands.,I have wires coming out of my wrists instead of veins.,3,3
AST-6,AST-6,I'm running a diagnostic on the life support.,"Wait, I don't remember how to read this screen. What do these symbols mean?",2,2
AST-3,AST-2,Deploying the solar sails for the ion wind.,Sails are deployed and catching the stream.,0,0
AST-4,AST-1,The med-bay surgical arm is in standby.,The arm is active and dissecting the empty table!,1,1
AST-5,AST-5,I feel completely rested today.,My teeth are falling out. I just spat out three teeth.,1,3
AST-2,AST-2,The ship's internal temperature is 22 degrees.,The walls are covered in frost! It's freezing in here!,1,3
AST-1,AST-5,Securing the airlock outer doors.,Doors locked. Vacuum seal confirmed.,0,0
AST-6,AST-3,The star-tracker is locked on the North Star.,The North Star is moving! It's zigzagging across the sky!,1,1
AST-4,AST-4,I am typing my personal log.,"The keyboard is made of soft, spongy flesh.",3,3
AST-3,AST-3,I am tightening the bolts on the access panel.,Securing the maintenance hatch with the wrench.,0,0
AST-5,AST-1,Updating the firmware on the communication relay.,Firmware applied. Rebooting relay now.,0,0
AST-2,AST-2,I am listening to the hum of the reactor.,The reactor is whispering my daughter's name.,3,3
AST-1,AST-6,The hull pressure is well within safety limits.,The hull is buckling! We are being crushed!,1,1
AST-4,AST-4,I am folding my zero-G sleeping bag.,Rolling up my sleep restraints for storage.,0,0
AST-3,AST-2,Sending the daily scientific data to Houston.,Data packet transmitted successfully.,0,0
AST-5,AST-5,I am turning on the flashlight in the maintenance shaft.,The light is revealing faces in the metal walls.,3,3
AST-6,AST-1,Main thrusters are synchronized.,Thruster 4 is offline! We are losing stabilization!,1,1
AST-2,AST-2,I'll check the oxygen lines one more time.,"I am looking at the lines... wait, why am I crying? I don't feel sad.",2,2
AST-1,AST-1,I am writing down the star coordinates.,The stars form a perfect circle around our ship. We are trapped.,3,3
AST-4,AST-5,Calibrating the internal chronometer.,Clock is perfectly synced with mission control.,0,0
AST-3,AST-6,The greenhouse module is perfectly sealed.,The plants have broken through the glass! The vines are everywhere!,1,1
AST-5,AST-5,I am looking at the moon out the window.,The moon has a giant crack down the middle. It's splitting apart.,3,3
AST-2,AST-2,Checking the flight logs for the previous cycle.,I need to check them again. The numbers keep changing when I look away.,2,2
AST-1,AST-3,Preparing the telescope for deep space observation.,Telescope is focused. Ready for viewing.,0,0
AST-6,AST-4,Battery reserves are at maximum capacity.,We are completely out of power! The backup generator failed!,1,1
AST-5,AST-5,I need to close the blast doors immediately.,The doors are melting like wax. They offer no protection.,3,3
AST-4,AST-2,We have enough rations for six months.,The food packets are filled with writhing maggots.,1,1
AST-3,AST-1,Entering the synchronous orbit around the planet.,Orbit established. Engines on standby.,0,0
AST-2,AST-2,The external cameras are perfectly functional.,"The cameras show a massive, dark ocean instead of space.",3,3
AST-1,AST-1,I'm documenting the chemical reaction in the lab.,Logging the results of the acidic compound test.,0,0
AST-6,AST-6,I am reading the radar sweep.,There is a massive flock of ravens flying past the ship.,3,3
