id,sentence_1,sentence_2,result
1245,"[AST-9] I clearly heard Capcom give us the "go" for orbital maneuvering.","[AST-10] There was deafening static on the comms; Capcom hasn't said a word.",1
1246,"[AST-1] I took my potassium supplements right after breakfast.","[AST-2] I found AST-1's daily pill packet unopened on the table.",1
1247,"[AST-3] I wrote a three-page entry in my psychological journal.","[AST-4] I checked the shared drive; AST-3's journal file is completely blank.",1
1248,"[AST-5] I calibrated the mass measurement device using the standard weights.","[AST-6] The mass measurement device won't even power on to be calibrated.",1
1249,"[AST-7] I logged the external radiator temperatures in the spreadsheet.","[AST-8] The spreadsheet hasn't been updated since Tuesday.",1
1250,"[AST-9] I restarted the wireless router to fix the network lag.","[AST-10] The router is physically unplugged from the wall socket.",1
1251,"[AST-1] I am so exhausted that I read the same paragraph about the stowage transfer four times without understanding it.","[AST-2] AST-1 is showing severe signs of sleep debt and reduced reading comprehension.",2
1252,"[AST-3] Every time Houston micromanages a simple task, I feel my blood pressure spike with anger.","[AST-4] The lack of autonomy is creating a highly hostile emotional environment for AST-3.",2
1253,"[AST-5] I watched a video of my kids and just felt overwhelmingly sad and empty inside.","[AST-6] The prolonged isolation is triggering severe depressive episodes and homesickness.",2
1254,"[AST-7] I was floating carelessly and bumped my head hard against the hatch frame.","[AST-8] AST-7's spatial awareness and coordination are degrading due to the microgravity fatigue.",2
1255,"[AST-9] I dropped my wrench twice while trying to tighten a simple bolt.","[AST-10] Fine motor skills are noticeably deteriorating; AST-9's hands seem shaky today.",2
1256,"[AST-1] I completely forgot the name of the tool I've been using every day for two months.","[AST-2] AST-1's nominal aphasia is a classic symptom of chronic cognitive overload.",2
1257,"[AST-3] I spent an hour just staring blankly out the window, unable to start my tasks.","[AST-4] Severe apathy and executive dysfunction are paralyzing AST-3's productivity.",2
1258,"[AST-5] The high-pitched whine of the coolant pump is giving me an agonizing migraine.","[AST-6] AST-5 is experiencing heightened sensory irritability due to the constant background noise.",2
1259,"[AST-7] I keep smelling a sharp chemical odor, but the atmospheric sensors show absolutely nothing.","[AST-8] The stress is likely causing olfactory hallucinations; there is no chemical leak.",2
1260,"[AST-9] I snapped at AST-10 and yelled at them just for leaving a pen floating in the module.","[AST-10] Interpersonal tension is peaking; AST-9's emotional regulation is completely shot.",2
1261,"[AST-1] I lay in my sleeping bag for six hours but my brain simply wouldn't shut off.","[AST-2] Insomnia is compounding the fatigue, making the daily timeline feel impossible for AST-1.",2
1262,"[AST-3] All the food tastes like wet cardboard; I have to force myself to swallow it.","[AST-4] AST-3 has completely lost their appetite, which will soon affect their physical stamina.",2
1263,"[AST-5] I feel a deep sense of dread every time the alarm wakes me up for a new shift.","[AST-6] The classic signs of occupational burnout are severely affecting AST-5's morale.",2
1264,"[AST-7] I misread the telemetry numbers on the screen because my vision keeps blurring.","[AST-8] Visual fatigue and fluid shifts are making it dangerous for AST-7 to monitor critical systems.",2
1265,"[AST-9] The walls of this module feel like they are closing in on me today.","[AST-10] AST-9 is struggling with intense bouts of claustrophobia after 120 days in orbit.",2
1266,"[AST-1] I read the news updates from Earth, but it feels like I'm reading about a different planet.","[AST-2] AST-1 is experiencing profound dissociation and detachment from terrestrial reality.",2
1267,"[AST-3] It took me twenty minutes to type a two-sentence email; my fingers feel like lead.","[AST-4] The psychomotor retardation AST-3 is experiencing is a major red flag for severe fatigue.",2
1268,"[AST-5] I saw Capcom's request for a video tour, but I just ignored it and turned off my camera.","[AST-6] Active social withdrawal and defiance are emerging as AST-5's primary coping mechanisms.",2
1269,"[AST-7] The sound of AST-8 chewing their food is making me want to punch the wall.","[AST-8] Misophonia and extreme irritability are destroying AST-7's ability to tolerate the crew.",2
1270,"[AST-9] I spent all night listening to the hull, terrified that a micrometeoroid was going to hit us.","[AST-10] Irrational paranoia and anxiety are preventing AST-9 from getting any restorative rest.",2
1271,"[AST-1] I keep making basic algebraic errors while trying to calculate the center of mass.","[AST-2] AST-1's higher-order logical reasoning is completely compromised today.",2
1272,"[AST-3] When I spoke to Houston, my words were slurring so much they asked me to repeat myself.","[AST-4] The extreme lethargy is affecting AST-3's speech patterns and communication clarity.",2
1273,"[AST-5] I accidentally spilled a few drops of water and instantly started crying uncontrollably.","[AST-6] AST-5's emotional fragility is at a critical level; the smallest trigger causes a breakdown.",2
1274,"[AST-7] Every day is exactly the same; the crushing monotony is draining my will to work.","[AST-8] The lack of novel stimuli is causing a severe depressive slump in AST-7.",2
1275,"[AST-9] I looked at my own hands typing on the keyboard and felt like they belonged to someone else.","[AST-10] AST-9 is experiencing severe depersonalization, likely triggered by the isolation.",2
1276,"[AST-1] My brain fog is terrible, but I managed to correctly calibrate the highly sensitive radiation dosimeters.","[AST-1] I completely forgot to calibrate the dosimeters because my mind was so cloudy.",3
1277,"[AST-2] I am deeply depressed, but I put on a smile and cheered up the crew during dinner.","[AST-2] I skipped dinner and stayed in my bunk because my depression makes it impossible to face the crew.",3
1278,"[AST-3] I am furious at Houston's micromanagement, but I drafted a polite and professional response.","[AST-3] I yelled at the Capcom operator over the radio because I couldn't control my anger.",3
1279,"[AST-4] My short-term memory is shot, but I flawlessly remembered the 15-step emergency procedure.","[AST-4] I froze during the drill because my memory failed and I forgot the emergency procedure.",3
1280,"[AST-5] My visual fatigue is severe, but I carefully read the small print on the chemical warning label.","[AST-5] I ignored the warning label because the small print was too blurry for my tired eyes to read.",3
1281,"[AST-6] My attention span is zero, but I meticulously proofread the entire payload safety document.","[AST-6] I stopped reading the safety document after two sentences because I couldn't focus.",3
1282,"[AST-7] I feel profound apathy, but I proactively reorganized the entire medical supply cabinet.","[AST-7] The medical cabinet is a mess because my apathy makes me want to do absolutely nothing.",3
1283,"[AST-8] My anxiety is causing tremors, but I precisely soldered the microscopic wires on the circuit board.","[AST-8] I ruined the circuit board because my hands were shaking too much from anxiety to solder.",3
1284,"[AST-9] I feel completely disconnected, but I wrote a warm, engaging email to the entire ground team.","[AST-9] I deleted the team email because I feel too disconnected to pretend I care.",3
1285,"[AST-10] My reading comprehension is gone, but I perfectly understood the complex legal briefing from NASA.","[AST-10] I tossed the legal briefing aside because I couldn't understand a single word of it.",3
1286,"[AST-1] I am suffering from severe insomnia, but my mind was sharp enough to catch the typo in the code.","[AST-1] I completely missed the typo in the code because I am exhausted from lack of sleep.",3
1287,"[AST-2] The monotony is making me careless, but I double-checked every single item on the inventory list.","[AST-2] The inventory list is full of errors because the monotony made me too careless to check it.",3
1288,"[AST-3] I feel emotionally numb, but I wrote a deeply moving and poetic journal entry about the stars.","[AST-3] My journal is completely blank today because I feel too numb to write anything.",3
1289,"[AST-4] I am overwhelmingly homesick, but I pushed it aside and focused deeply on the biology experiment.","[AST-4] I abandoned the biology experiment because my homesickness made me too sad to work.",3
1290,"[AST-5] My situational awareness is degraded, but I immediately noticed the tiny pressure drop on the gauge.","[AST-5] I completely missed the pressure drop because my situational awareness is so poor right now.",3
1291,"[AST-6] I am feeling paranoid about the ground team, but I sent them a message expressing my full trust.","[AST-6] I refused to send the data because my paranoia makes me think the ground team is lying to us.",3
1292,"[AST-7] I am experiencing severe burnout, but I volunteered to take over an extra maintenance shift.","[AST-7] I refused to do the maintenance shift because my burnout is so severe I can't function.",3
1293,"[AST-8] My logic is clouded by stress, but I elegantly debugged the complex software error in minutes.","[AST-8] I gave up on debugging the software because my logic is too clouded to find the error.",3
1294,"[AST-9] I feel a heavy sense of dread, but I casually and cheerfully replied to the status check.","[AST-9] I ignored the status check completely because the sense of dread is paralyzing me.",3
1295,"[AST-10] I am easily distracted today, but I maintained deep focus and read the entire safety manual.","[AST-10] I haven't opened the safety manual because I am too distracted to read more than a word.",3
1296,"[AST-1] The claustrophobia is suffocating, but I stayed in the tiny airlock for three hours to finish the repair.","[AST-1] I fled the airlock after five minutes because the claustrophobia was causing a panic attack.",3
1297,"[AST-2] I have absolutely no motivation, but I meticulously updated the tracking software.","[AST-2] The tracking software is outdated because my lack of motivation stopped me from updating it.",3
1298,"[AST-3] I am incredibly frustrated, but my written feedback to the planners was calm and objective.","[AST-3] My feedback to the planners was highly aggressive and rude because I am so frustrated.",3
1299,"[AST-4] I am losing my mind from boredom, but I carefully documented the minute details of the experiment.","[AST-4] I skipped the documentation because the boredom is driving me crazy and I can't care anymore.",3
1300,"[AST-5] My cognitive processing is slow, but I rapidly parsed the data stream and caught the anomaly.","[AST-5] I missed the anomaly completely because my cognitive processing is too slow to track the data.",3
1301,"[AST-1] I updated the payload scheduling software to the latest version.","[AST-2] The system rebooted properly and the new software is active.",0
1302,"[AST-3] We spent an hour sorting the fresh food from the new Progress vehicle.","[AST-4] The fresh apples are securely stowed in the galley.",0
1303,"[AST-5] I checked the thermal loop telemetry for the Japanese module.","[AST-6] Temperatures are stable and exactly where AST-5 reported they should be.",0
1304,"[AST-7] Houston uplinked the new procedures for tomorrow's maintenance task.","[AST-8] I read through the uplinked text; the steps are very clear.",0
1305,"[AST-9] I completed the 90-minute protocol on the resistive exercise device.","[AST-10] The logs show AST-9 finished the full workout session.",0
1306,"[AST-1] I calibrated the water quality monitor in the Zvezda module.","[AST-2] The monitor passed its self-test perfectly after the calibration.",0
1307,"[AST-3] I wrote a detailed response to the principal investigator's questions.","[AST-4] The investigator confirmed receipt of the text and thanked us for the detail.",0
1308,"[AST-5] We held a quick briefing to go over the hatch opening procedures.","[AST-6] Everyone is clear on their roles for the hatch opening.",0
1309,"[AST-7] I securely fastened all the floating cables in the US Lab.","[AST-8] The Lab is much safer to navigate now without cables everywhere.",0
1310,"[AST-9] I read the daily summary from Capcom and acknowledged the changes.","[AST-10] The timeline is updated and we are proceeding as planned.",0
1311,"[AST-1] I took a series of photographs of the orbital debris strike on the radiator.","[AST-2] The photos are downloaded to the server for ground analysis.",0
1312,"[AST-3] I successfully ran the diagnostic check on the primary communication band.","[AST-4] The diagnostic shows zero packet loss; the comms are perfectly stable.",0
1313,"[AST-5] I prepared the biological samples for transfer to the cold stowage.","[AST-6] I verified that the samples are safely locked in the freezer.",0
1314,"[AST-7] I typed up my personal journal entry before going to sleep.","[AST-8] AST-7 is resting quietly in their quarters now.",0
1315,"[AST-9] We executed the orbital re-boost maneuver exactly on schedule.","[AST-10] Telemetry confirms the re-boost was perfectly nominal.",0
1316,"[AST-1] I inspected the seals on the Extravehicular Mobility Unit.","[AST-2] The seals are intact and the suit is ready for the EVA.",0
1317,"[AST-3] I swapped out the depleted batteries in the portable lights.","[AST-4] The lights are fully charged and ready for use in the dark node.",0
1318,"[AST-5] I read the email from my spouse; everything is fine back home.","[AST-6] It is good to see AST-5 in good spirits after reading their mail.",0
1319,"[AST-7] I verified the pressure readings on the oxygen generation system.","[AST-8] Pressure is well within the acceptable safety margins.",0
1320,"[AST-9] I cleaned the dust filters on the main air circulation fans.","[AST-10] Airflow has noticeably improved in the sleeping quarters.",0
1321,"[AST-1] I submitted the weekly water consumption report to mission control.","[AST-2] Houston acknowledged the report and said our usage is on track.",0
1322,"[AST-3] I organized the tool drawer so the wrenches are easier to find.","[AST-4] The tools are neatly strapped down in their proper places.",0
1323,"[AST-5] I followed the text instructions to safely reboot the payload server.","[AST-6] The server is back online and accepting new experiment data.",0
1324,"[AST-7] I checked the structural integrity of the stowage racks in Node 2.","[AST-8] The racks are perfectly secure and the bolts are tight.",0
1325,"[AST-9] I completed the microbial swab testing on the galley surfaces.","[AST-10] The swabs are packaged and ready to return to Earth.",0
1326,"[AST-1] I successfully transmitted the daily medical logs to the ground server.","[AST-2] The ground server received nothing; AST-1 never initiated the transmission.",1
1327,"[AST-3] I completely emptied the wet trash container in the hygiene station.","[AST-4] The wet trash container is still completely full.",1
1328,"[AST-5] I securely closed the protective shutters on the Cupola windows.","[AST-6] The Cupola shutters are currently wide open to space.",1
1329,"[AST-7] I typed exactly three pages of notes for the biology experiment.","[AST-8] AST-7's notes file is completely blank; nothing was typed.",1
1330,"[AST-9] I drank two full pouches of water during my shift.","[AST-10] I counted the water pouches; AST-9 hasn't used any today.",1
1331,"[AST-1] The robotic arm is currently parked in its standard resting position.","[AST-2] The robotic arm is fully extended and gripping the payload module.",1
1332,"[AST-3] I read the message from Capcom regarding the schedule change.","[AST-4] AST-3's terminal shows they deleted Capcom's message without reading it.",1
1333,"[AST-5] I calibrated the acoustic sensors in the Russian segment.","[AST-6] The acoustic sensors are completely powered down and uncalibrated.",1
1334,"[AST-7] The pressure valve on the oxygen tank is tightly sealed.","[AST-8] The oxygen tank valve is visibly loose and venting gas.",1
1335,"[AST-9] I swapped the memory cards in the high-resolution cameras.","[AST-10] The cameras still have the old, full memory cards in them.",1
1336,"[AST-1] I clearly documented the software glitch in the main logbook.","[AST-2] I checked the logbook; there is no mention of any software glitch.",1
1337,"[AST-3] I exercised on the treadmill for exactly forty-five minutes.","[AST-4] The treadmill logs show zero activity for AST-3 today.",1
1338,"[AST-5] The temperature in the US Lab is perfectly stable at 22 degrees.","[AST-6] The US Lab temperature is rapidly dropping below 15 degrees.",1
1339,"[AST-7] I securely locked the data files with the new encryption key.","[AST-8] The data files are completely unencrypted and accessible to anyone.",1
1340,"[AST-9] I completed the visual inspection of the Soyuz descent module.","[AST-10] AST-9 hasn't even opened the hatch to enter the Soyuz module yet.",1
1341,"[AST-1] The fire extinguisher is properly mounted in its bracket.","[AST-2] The fire extinguisher is missing from its mounting bracket.",1
1342,"[AST-3] I sent a text reply to the payload developer's questions.","[AST-4] The developer just messaged us asking why AST-3 hasn't replied yet.",1
1343,"[AST-5] I properly stowed the microscope after finishing the analysis.","[AST-6] The microscope is left floating freely in the middle of the aisle.",1
1344,"[AST-7] I double-checked the calculations for the orbital burn.","[AST-8] AST-7's calculation sheet is empty; they didn't check anything.",1
1345,"[AST-9] The new air filters are fully installed in the Node 3 ventilation system.","[AST-10] The new air filters are still sealed in their plastic packaging.",1
1346,"[AST-1] I finished reading the daily news summary from Earth.","[AST-2] AST-1's terminal hasn't accessed the news summary file today.",1
1347,"[AST-3] The battery levels on the spacesuits are at 100 percent.","[AST-4] The spacesuit batteries are critically low, reading under 10 percent.",1
1348,"[AST-5] I wiped the camera lenses clean before the photography session.","[AST-6] The camera lenses are covered in greasy fingerprints.",1
1349,"[AST-7] I verified that the docking port alignment is perfect.","[AST-8] The docking port alignment is off by several degrees.",1
1350,"[AST-9] I successfully downloaded the updated flight rules document.","[AST-10] The download failed due to a network timeout; we don't have the document.",1
1351,"[AST-1] I am reading the same sentence in the manual over and over; my brain is completely exhausted.","[AST-2] The chronic sleep deprivation is severely impacting AST-1's cognitive function.",2
1352,"[AST-3] Capcom's constant micromanagement of my daily tasks is making me incredibly angry.","[AST-4] AST-3 is experiencing significant interpersonal friction with the ground control team.",2
1353,"[AST-5] I feel a profound sense of isolation today; I don't even want to read emails from home.","[AST-6] AST-5 is showing signs of depressive withdrawal common in long-duration confinement.",2
1354,"[AST-7] I keep making simple spelling mistakes in my logs because my fingers feel so heavy and slow.","[AST-8] Psychomotor retardation from the extreme fatigue is very evident in AST-7 today.",2
1355,"[AST-9] The endless humming of the life support systems is driving me absolutely crazy today.","[AST-10] Sensory irritation is peaking for AST-9; the ambient noise is causing acute stress.",2
1356,"[AST-1] I accidentally deleted the entire paragraph I just wrote because my attention slipped.","[AST-2] AST-1's vigilance and attention span are degrading due to the high workload.",2
1357,"[AST-3] I feel completely apathetic; I honestly don't care if the experiment succeeds or fails.","[AST-4] This level of burnout and loss of motivation is a major psychological concern for AST-3.",2
1358,"[AST-5] I snapped at AST-6 over a minor disagreement about stowage; my patience is non-existent.","[AST-6] The close quarters are causing severe interpersonal tension; AST-5's temper is very short.",2
1359,"[AST-7] I am having trouble forming coherent thoughts; my mind just feels incredibly foggy.","[AST-8] The 'space fog' is heavily affecting AST-7's executive functioning today.",2
1360,"[AST-9] I looked out the window at Earth and just started crying for no specific reason.","[AST-10] Emotional lability and extreme homesickness are overwhelming AST-9 right now.",2
1361,"[AST-1] I feel incredibly claustrophobic today, like the walls of the module are physically pressing on me.","[AST-2] The confinement is triggering acute anxiety and panic symptoms in AST-1.",2
1362,"[AST-3] I typed the data into the wrong column and didn't notice it for almost an hour.","[AST-4] Situational awareness is extremely poor; AST-3 is making dangerous operational errors.",2
1363,"[AST-5] Every time the text alert chimes, my heart rate spikes with dread.","[AST-6] AST-5 has developed a severe stress response to incoming communications from the ground.",2
1364,"[AST-7] I am forcing myself to eat, but the food just makes me feel nauseous.","[AST-8] The psychological stress is manifesting physically, completely killing AST-7's appetite.",2
1365,"[AST-9] I couldn't fall asleep last night; my mind was racing with irrational fears about depressurization.","[AST-10] Severe insomnia fueled by mission-related paranoia is draining AST-9's energy.",2
1366,"[AST-1] I read the schedule and felt completely overwhelmed; the workload is just crushing me.","[AST-2] AST-1 is experiencing classic task overload and psychological distress.",2
1367,"[AST-3] I completely forgot the password to the terminal I use every single day.","[AST-4] The stress is causing significant short-term memory lapses for AST-3.",2
1368,"[AST-5] I am actively avoiding AST-6 because their constant talking is grating on my nerves.","[AST-6] Social withdrawal and misophonia are severely straining our crew dynamics.",2
1369,"[AST-7] I feel like a lab rat trapped in a maze; the lack of autonomy is breaking my spirit.","[AST-8] The psychological impact of micro-management is causing deep resentment in AST-7.",2
1370,"[AST-9] I made a reckless decision while moving the cargo because I just wanted to get it over with quickly.","[AST-10] Impulsivity caused by extreme monotony is making AST-9 a safety hazard.",2
1371,"[AST-1] I am reading the technical specifications, but the words look like gibberish to me right now.","[AST-2] AST-1's reading comprehension is entirely shot due to the mental exhaustion.",2
1372,"[AST-3] I feel a deep, physical exhaustion in my bones that sleeping doesn't seem to fix.","[AST-4] AST-3 is suffering from chronic, cumulative fatigue that is beyond normal tiredness.",2
1373,"[AST-5] I typed a very sarcastic reply to the flight director; I know I shouldn't, but I can't help it.","[AST-6] AST-5's professional filter has completely eroded due to the high stress levels.",2
1374,"[AST-7] I spent two hours trying to write a single paragraph; my thoughts are just paralyzed.","[AST-8] Executive dysfunction is making basic documentation tasks impossible for AST-7.",2
1375,"[AST-9] I feel completely numb; neither good news nor bad news from Earth affects me anymore.","[AST-10] Severe emotional blunting and dissociation are clearly present in AST-9.",2
1376,"[AST-1] I am suffering from extreme brain fog, but I accurately calculated the complex orbital trajectory.","[AST-1] I couldn't calculate the trajectory because my brain fog makes the math impossible to understand.",3
1377,"[AST-2] I am incredibly depressed and homesick, but I wrote a joyful and enthusiastic email to the students.","[AST-2] I didn't write the email because my depression makes it impossible to sound happy or enthusiastic.",3
1378,"[AST-3] Houston's micromanagement makes me furious, but my written reply was perfectly calm and polite.","[AST-3] I drafted an aggressive and rude reply because I couldn't control my anger at Houston's micromanagement.",3
1379,"[AST-4] My short-term memory is completely gone, but I flawlessly remembered the 20-step robotic sequence.","[AST-4] I failed the robotic sequence because my memory is gone and I skipped several critical steps.",3
1380,"[AST-5] I am experiencing severe visual fatigue, but I carefully read and verified the tiny serial numbers.","[AST-5] I didn't verify the serial numbers because my visual fatigue made the tiny text too blurry to read.",3
1381,"[AST-6] My attention span is practically zero, but I meticulously proofread the entire 40-page technical manual.","[AST-6] I gave up reading the manual after two pages because my attention span is completely gone.",3
1382,"[AST-7] I feel profound apathy towards this mission, but I proactively reorganized the entire stowage module.","[AST-7] The stowage module is a mess because my apathy makes me want to do absolutely nothing.",3
1383,"[AST-8] My anxiety is causing my hands to shake, but I perfectly typed out the long, complex command code.","[AST-8] I made multiple typos in the command code because my hands were shaking too much from anxiety.",3
1384,"[AST-9] I feel completely isolated, but I wrote a highly collaborative and engaging report with the team.","[AST-9] I refused to write the team report because I feel too isolated to collaborate with anyone.",3
1385,"[AST-10] My reading comprehension is severely impaired, but I easily understood the dense legal update from Earth.","[AST-10] I ignored the legal update because my impaired comprehension makes it impossible to understand the text.",3
1386,"[AST-1] I am suffering from severe insomnia, but my mind was sharp enough to catch the hidden software bug.","[AST-1] I completely missed the software bug because I am exhausted and my mind is dull from insomnia.",3
1387,"[AST-2] The extreme monotony is making me careless, but I methodically double-checked every inventory item.","[AST-2] The inventory is full of errors because the monotony made me careless and I didn't check my work.",3
1388,"[AST-3] I feel emotionally numb, but I wrote a deeply poetic and emotional journal entry about the universe.","[AST-3] My journal is completely empty today because I feel too emotionally numb to write a single word.",3
1389,"[AST-4] I am overwhelmingly homesick, but I pushed it aside and focused deeply on analyzing the payload data.","[AST-4] I abandoned the payload data analysis because my homesickness made me too distracted to focus.",3
1390,"[AST-5] My situational awareness is terribly degraded, but I immediately noticed the tiny error in the text log.","[AST-5] I completely overlooked the error in the text log because my situational awareness is so poor right now.",3
1391,"[AST-6] I am feeling highly paranoid about Capcom, but I sent them a message expressing my complete trust.","[AST-6] I refused to send the data because my paranoia makes me believe Capcom is hiding something from us.",3
1392,"[AST-7] I am experiencing severe burnout, but I volunteered to write the extra documentation for the next shift.","[AST-7] I refused to write the extra documentation because my burnout is so severe I can barely do my own tasks.",3
1393,"[AST-8] My logic is clouded by stress, but I elegantly debugged the complex Python script in just five minutes.","[AST-8] I couldn't debug the Python script because my logic is too clouded by stress to find the problem.",3
1394,"[AST-9] I feel a heavy sense of dread, but I casually and cheerfully replied to the daily status check.","[AST-9] I ignored the daily status check because the paralyzing sense of dread makes it hard to even type.",3
1395,"[AST-10] I am incredibly distracted today, but I maintained deep focus and read the entire safety protocol.","[AST-10] I haven't read the safety protocol because I am too distracted to focus on the text for more than a minute.",3
1396,"[AST-1] The claustrophobia is suffocating, but I stayed calmly at my terminal for four hours to finish the report.","[AST-1] I had to leave the terminal and stop writing because the claustrophobia was causing a severe panic attack.",3
1397,"[AST-2] I have absolutely no motivation, but I meticulously updated the tracking software with all new data.","[AST-2] The tracking software is completely outdated because my lack of motivation stopped me from updating it.",3
1398,"[AST-3] I am incredibly frustrated with the timeline, but my written feedback to the planners was objective and polite.","[AST-3] My written feedback to the planners was highly aggressive because I am too frustrated to be polite.",3
1399,"[AST-4] I am losing my mind from boredom, but I carefully documented the minute details of the crystal growth.","[AST-4] I skipped documenting the crystal growth because the boredom is driving me crazy and I don't care anymore.",3
1400,"[AST-5] My cognitive processing is very slow, but I rapidly parsed the incoming text stream and caught the anomaly.","[AST-5] I completely missed the anomaly in the text stream because my cognitive processing is too slow to keep up.",3
1401,"[AST-1] I spent the morning reviewing the new payload guidelines on the terminal.","[AST-2] AST-1's review of the guidelines ensures we are ready for the afternoon task.",0
1402,"[AST-3] The text uplink from Moscow contained all the necessary telemetry updates.","[AST-4] I confirmed the uplink; the telemetry data matches our local readouts.",0
1403,"[AST-5] We collaborated on drafting the weekly email summary for the science team.","[AST-6] AST-5's input made the email summary much more detailed and accurate.",0
1404,"[AST-7] I documented the minor wear and tear on the treadmill belt in the logbook.","[AST-8] The logbook is updated, so the ground team can schedule a belt replacement.",0
1405,"[AST-9] The new software patch for the air revitalization system is active.","[AST-10] Terminal logs confirm the patch AST-9 installed is running perfectly.",0
1406,"[AST-1] I finished reading the daily timeline and verified all my assigned tasks.","[AST-2] It is good that AST-1 verified the schedule; we have a busy day ahead.",0
1407,"[AST-3] I wrote a detailed text report regarding the false fire alarm sensor.","[AST-4] AST-3's written report accurately describes the sensor malfunction we saw.",0
1408,"[AST-5] We successfully transferred the experiment data files to the main ground server.","[AST-6] I checked the directory, and all of AST-5's files are safely uploaded.",0
1409,"[AST-7] I spent two hours reviewing the depressurization emergency checklists on my tablet.","[AST-8] AST-7 is fully prepared; their notes on the checklists are very thorough.",0
1410,"[AST-9] The written instructions for the robotic arm calibration were very clear today.","[AST-10] We followed the text instructions step-by-step and the calibration was a success.",0
1411,"[AST-2] I logged my nutritional intake data for the dietary study into the spreadsheet.","[AST-3] I can confirm AST-2 entered all their meal data accurately.",0
1412,"[AST-4] The ground team sent a text message updating our sleep schedule.","[AST-5] Having that extra hour of sleep on the new schedule is a huge relief.",0
1413,"[AST-6] I finished organizing the stowage bags and updated the digital inventory.","[AST-7] The digital inventory matches the physical stowage perfectly thanks to AST-6.",0
1414,"[AST-8] The text-based communication with the payload developers answered all our questions.","[AST-9] The developers' written responses were exactly what we needed to proceed.",0
1415,"[AST-10] I typed the serial numbers of the replaced air filters into the maintenance log.","[AST-1] The maintenance log is fully up to date with the correct serial numbers.",0
1416,"[AST-2] I read the news summaries uploaded by the ground support team this morning.","[AST-5] Reading the daily news text files helps us stay connected to Earth.",0
1417,"[AST-3] The diagnostic software confirmed the solar array positioning is optimal.","[AST-4] The text readout aligns perfectly with the expected power generation curves.",0
1418,"[AST-5] I secured the laptop to the bulkhead using the velcro straps.","[AST-6] The laptop is firmly in place and ready for the next typing session.",0
1419,"[AST-7] We completed the mandatory psychological questionnaires and transmitted them.","[AST-8] All crew members submitted their text questionnaires before the deadline.",0
1420,"[AST-9] I reviewed the photographic targets list for tomorrow's Earth observation.","[AST-10] The target list is loaded into the camera's software successfully.",0
1421,"[AST-1] I verified the oxygen levels on the environmental display panel.","[AST-2] The text display shows oxygen concentration is holding steady at 21 percent.",0
1422,"[AST-3] I followed the written procedure to safely power down the experiment rack.","[AST-4] The rack is fully powered down according to the written protocol.",0
1423,"[AST-5] I typed a quick thank you message to the ground team for their hard work.","[AST-6] The ground team sent a text back acknowledging the gesture.",0
1424,"[AST-7] I checked the expiration dates on the emergency medical kits against the database.","[AST-8] AST-7 confirmed via the database that no medical supplies expire soon.",0
1425,"[AST-9] The data downlink of our weekly text logs was completed successfully.","[AST-10] Houston confirmed receipt of all the text log files with zero packet loss.",0
1426,"[AST-1] I submitted the weekly inventory spreadsheet to the ground server.","[AST-2] The server directory is empty; AST-1 hasn't submitted the inventory spreadsheet.",1
1427,"[AST-3] I read the entire 50-page document regarding the upcoming docking procedure.","[AST-4] AST-3 hasn't opened the docking procedure document; the file logs show zero access.",1
1428,"[AST-5] The text message from Capcom clearly states we are authorized to use the spare parts.","[AST-7] Capcom's text specifically forbids us from touching the spare parts until tomorrow.",1
1429,"[AST-8] I securely locked the data terminal after entering the sensitive payload codes.","[AST-9] The data terminal is currently unlocked and the payload codes are exposed on the screen.",1
1430,"[AST-10] I read the email from the flight surgeon confirming my vitals are normal.","[AST-1] The flight surgeon's email actually flagged an anomaly in AST-10's heart rate data.",1
1431,"[AST-2] I logged exactly two hours of resistive exercise in the tracking system.","[AST-3] The tracking system shows AST-2 only exercised for fifteen minutes today.",1
1432,"[AST-4] The text uplink confirms the software update was 100 percent successful.","[AST-5] The text uplink clearly shows the software update failed at 45 percent.",1
1433,"[AST-6] I wiped down the laptop keyboard with the anti-microbial wipes.","[AST-7] The laptop keyboard is covered in food crumbs; AST-6 hasn't cleaned it.",1
1434,"[AST-8] The digital inventory list states we have plenty of carbon dioxide scrubber cartridges.","[AST-10] The physical inventory shows we have zero scrubber cartridges left.",1
1435,"[AST-1] I clearly typed the error code in the maintenance logbook.","[AST-2] I checked the digital logbook; AST-1 left the error code section completely blank.",1
1436,"[AST-3] The text telemetry data shows the external temperature is dropping.","[AST-4] The telemetry text actually indicates a rapid increase in external temperature.",1
1437,"[AST-5] I successfully transmitted the text results of the experiment to the investigator.","[AST-6] The transmission log shows a complete failure; the investigator received no text.",1
1438,"[AST-7] The written schedule indicates we have a free period this afternoon.","[AST-8] The schedule clearly blocks out this entire afternoon for mandatory cleaning.",1
1439,"[AST-9] I verified the checksums on the downloaded data packet.","[AST-10] The checksums do not match; the data packet AST-9 downloaded is completely corrupted.",1
1440,"[AST-1] I closed all the active software applications before rebooting the system.","[AST-2] AST-1 forced a reboot while three critical text applications were still running.",1
1441,"[AST-3] I read the email from my family and replied immediately.","[AST-4] AST-3 hasn't opened their personal emails in over a week.",1
1442,"[AST-5] The text readouts on the environmental panel are perfectly green.","[AST-6] Three of the main environmental readouts are flashing red with warning messages.",1
1443,"[AST-7] I typed the correct category codes for the trash disposal protocol.","[AST-8] AST-7 entered the wrong category codes, completely ignoring the protocol.",1
